store_id,order_date,total_orders,breach_rate_pct,z_score,is_anomaly,rain_days,holiday_days,avg_delivery_min
2,2023-03-20,25,92.0,1.57,False,2,1,13.2
2,2023-03-21,34,76.47,-0.27,False,4,1,12.676470588235293
2,2023-03-22,43,76.74,-0.24,False,2,0,12.348837209302326
2,2023-03-23,27,85.19,0.76,False,3,4,13.333333333333334
2,2023-03-24,31,74.19,-0.54,False,3,1,12.419354838709678
2,2023-03-25,19,73.68,-0.6,False,1,2,11.421052631578947
2,2023-03-26,26,88.46,1.15,False,1,3,13.5
2,2023-03-27,26,88.46,1.15,False,3,0,13.961538461538462
2,2023-03-28,26,76.92,-0.22,False,1,0,12.615384615384615
2,2023-03-29,26,80.77,0.24,False,1,0,12.192307692307692
2,2023-03-30,25,84.0,0.62,False,2,1,13.76
2,2023-03-31,26,73.08,-0.67,False,2,0,12.923076923076923
2,2023-04-01,23,60.87,-2.12,True,3,0,11.217391304347826
2,2023-04-02,34,73.53,-0.62,False,3,2,12.470588235294118
2,2023-04-03,25,68.0,-1.27,False,5,0,11.4
2,2023-04-04,23,82.61,0.46,False,3,0,13.173913043478262
2,2023-04-05,15,73.33,-0.64,False,2,1,12.333333333333334
2,2023-04-06,19,68.42,-1.22,False,1,0,11.947368421052632
2,2023-04-07,25,80.0,0.15,False,2,0,12.44
2,2023-04-08,24,83.33,0.54,False,3,1,13.625
2,2023-04-09,33,81.82,0.36,False,3,3,13.545454545454545
2,2023-04-10,17,82.35,0.43,False,2,0,12.588235294117647
2,2023-04-11,27,85.19,0.76,False,8,0,12.37037037037037
2,2023-04-12,26,80.77,0.24,False,2,0,13.153846153846153
2,2023-04-13,25,76.0,-0.32,False,1,0,12.8
2,2023-04-14,19,84.21,0.65,False,3,0,13.157894736842104
2,2023-04-15,21,90.48,1.39,False,1,0,12.952380952380953
2,2023-04-16,27,70.37,-0.99,False,2,4,13.296296296296296
2,2023-04-17,27,74.07,-0.55,False,6,0,12.37037037037037
2,2023-04-18,28,92.86,1.67,False,2,0,13.0
2,2023-04-19,39,71.79,-0.82,False,4,2,11.692307692307692
2,2023-04-20,28,64.29,-1.71,False,3,1,11.642857142857142
2,2023-04-21,26,61.54,-2.04,True,3,0,11.576923076923077
2,2023-04-22,20,90.0,1.33,False,2,0,13.95
2,2023-04-23,26,84.62,0.7,False,2,0,12.692307692307692
2,2023-04-24,26,73.08,-0.67,False,2,0,12.115384615384615
2,2023-04-25,24,79.17,0.05,False,3,1,11.958333333333334
2,2023-04-26,37,75.68,-0.36,False,4,1,13.08108108108108
2,2023-04-27,29,68.97,-1.16,False,0,1,12.172413793103448
2,2023-04-28,21,76.19,-0.3,False,0,0,12.380952380952381
2,2023-04-29,18,72.22,-0.77,False,5,0,10.833333333333334
2,2023-04-30,24,70.83,-0.94,False,2,1,11.125
2,2023-05-01,25,80.0,0.15,False,4,1,12.0
2,2023-05-02,20,85.0,0.74,False,1,3,13.85
2,2023-05-03,18,88.89,1.2,False,2,0,13.333333333333334
2,2023-05-04,27,74.07,-0.55,False,1,0,12.037037037037036
2,2023-05-05,25,80.0,0.15,False,2,2,13.76
2,2023-05-06,24,87.5,1.04,False,2,0,13.583333333333334
2,2023-05-07,18,88.89,1.2,False,3,1,12.61111111111111
2,2023-05-08,21,80.95,0.26,False,2,2,12.904761904761905
2,2023-05-09,31,67.74,-1.3,False,1,1,12.096774193548388
2,2023-05-10,21,85.71,0.83,False,0,0,13.952380952380953
2,2023-05-11,26,80.77,0.24,False,2,0,13.26923076923077
2,2023-05-12,35,88.57,1.16,False,2,1,12.742857142857142
2,2023-05-13,29,86.21,0.88,False,4,0,13.10344827586207
2,2023-05-14,16,81.25,0.3,False,2,0,12.375
2,2023-05-15,23,73.91,-0.57,False,1,1,12.304347826086957
2,2023-05-16,28,85.71,0.83,False,1,1,13.857142857142858
2,2023-05-17,32,75.0,-0.44,False,2,0,12.75
2,2023-05-18,39,79.49,0.09,False,5,0,12.205128205128204
2,2023-05-19,28,67.86,-1.29,False,1,0,12.178571428571429
2,2023-05-20,30,86.67,0.94,False,4,0,12.233333333333333
2,2023-05-21,19,78.95,0.02,False,2,0,14.052631578947368
2,2023-05-22,31,83.87,0.61,False,2,1,12.580645161290322
2,2023-05-23,24,75.0,-0.44,False,1,0,12.5
2,2023-05-24,16,68.75,-1.18,False,2,2,12.0625
2,2023-05-25,22,81.82,0.36,False,3,1,13.136363636363637
2,2023-05-26,17,88.24,1.12,False,2,0,13.0
2,2023-05-27,26,65.38,-1.58,False,0,0,11.576923076923077
2,2023-05-28,21,71.43,-0.87,False,2,1,12.19047619047619
2,2023-05-29,36,80.56,0.22,False,2,1,13.38888888888889
2,2023-05-30,24,79.17,0.05,False,2,1,12.916666666666666
2,2023-05-31,28,71.43,-0.87,False,1,1,12.107142857142858
2,2023-06-01,32,71.88,-0.81,False,2,0,12.375
2,2023-06-02,20,75.0,-0.44,False,2,0,10.9
2,2023-06-03,20,85.0,0.74,False,2,0,13.2
2,2023-06-04,26,73.08,-0.67,False,1,0,10.846153846153847
2,2023-06-05,21,80.95,0.26,False,3,0,13.428571428571429
2,2023-06-06,18,94.44,1.86,False,3,1,13.11111111111111
2,2023-06-07,12,66.67,-1.43,False,0,0,12.333333333333334
2,2023-06-08,19,63.16,-1.84,False,1,1,10.894736842105264
2,2023-06-09,25,68.0,-1.27,False,1,1,12.44
2,2023-06-10,30,80.0,0.15,False,2,0,13.1
2,2023-06-11,30,86.67,0.94,False,5,1,13.866666666666667
2,2023-06-12,26,84.62,0.7,False,3,2,12.538461538461538
2,2023-06-13,25,80.0,0.15,False,2,0,12.36
2,2023-06-14,31,74.19,-0.54,False,2,1,11.935483870967742
2,2023-06-15,22,68.18,-1.25,False,0,0,11.318181818181818
2,2023-06-16,33,81.82,0.36,False,0,1,12.636363636363637
2,2023-06-17,29,82.76,0.48,False,1,0,14.068965517241379
2,2023-06-18,35,80.0,0.15,False,5,2,12.257142857142858
2,2023-06-19,17,88.24,1.12,False,1,0,12.764705882352942
2,2023-06-20,28,78.57,-0.02,False,0,3,11.821428571428571
2,2023-06-21,28,82.14,0.4,False,4,2,12.392857142857142
2,2023-06-22,25,64.0,-1.74,False,3,1,12.92
2,2023-06-23,34,70.59,-0.96,False,1,0,10.941176470588236
2,2023-06-24,28,42.86,-4.25,True,1,0,9.928571428571429
2,2023-06-25,30,80.0,0.15,False,0,0,12.366666666666667
2,2023-06-26,26,92.31,1.61,False,0,1,14.346153846153847
2,2023-06-27,42,71.43,-0.87,False,5,1,12.80952380952381
2,2023-06-28,23,78.26,-0.06,False,3,0,12.782608695652174
2,2023-06-29,34,70.59,-0.96,False,1,4,11.558823529411764
2,2023-06-30,18,83.33,0.54,False,1,2,12.722222222222221
2,2023-07-01,22,81.82,0.36,False,2,0,11.318181818181818
2,2023-07-02,24,79.17,0.05,False,3,0,12.5
2,2023-07-03,21,85.71,0.83,False,0,0,12.619047619047619
2,2023-07-04,26,84.62,0.7,False,4,0,13.615384615384615
2,2023-07-05,23,73.91,-0.57,False,1,1,11.478260869565217
2,2023-07-06,25,76.0,-0.32,False,3,1,13.04
2,2023-07-07,23,60.87,-2.12,True,3,0,11.869565217391305
2,2023-07-08,28,78.57,-0.02,False,2,1,11.714285714285714
2,2023-07-09,36,80.56,0.22,False,4,1,12.972222222222221
2,2023-07-10,24,70.83,-0.94,False,3,0,13.083333333333334
2,2023-07-11,27,62.96,-1.87,False,1,0,11.481481481481481
2,2023-07-12,41,80.49,0.21,False,2,1,13.048780487804878
2,2023-07-13,36,77.78,-0.11,False,1,0,12.75
2,2023-07-14,26,84.62,0.7,False,2,0,11.346153846153847
2,2023-07-15,27,66.67,-1.43,False,4,1,10.851851851851851
2,2023-07-16,25,80.0,0.15,False,2,1,13.12
2,2023-07-17,25,72.0,-0.8,False,1,0,11.48
2,2023-07-18,24,70.83,-0.94,False,2,0,12.666666666666666
2,2023-07-19,22,86.36,0.9,False,2,2,13.863636363636363
2,2023-07-20,29,75.86,-0.34,False,2,0,11.96551724137931
2,2023-07-21,28,82.14,0.4,False,3,1,12.785714285714286
2,2023-07-22,18,77.78,-0.11,False,0,0,12.555555555555555
2,2023-07-23,33,75.76,-0.35,False,3,1,12.303030303030303
2,2023-07-24,28,71.43,-0.87,False,1,1,11.285714285714286
2,2023-07-25,24,75.0,-0.44,False,2,1,13.75
2,2023-07-26,17,64.71,-1.66,False,1,1,12.588235294117647
2,2023-07-27,33,87.88,1.08,False,5,3,14.151515151515152
2,2023-07-28,34,85.29,0.78,False,4,2,12.676470588235293
2,2023-07-29,40,72.5,-0.74,False,1,2,11.85
2,2023-07-30,23,100.0,2.52,True,0,1,13.73913043478261
2,2023-07-31,20,80.0,0.15,False,1,0,12.55
2,2023-08-01,35,74.29,-0.53,False,1,1,11.771428571428572
2,2023-08-02,35,82.86,0.49,False,2,2,12.885714285714286
2,2023-08-03,18,88.89,1.2,False,1,0,14.0
2,2023-08-04,32,75.0,-0.44,False,4,1,13.1875
2,2023-08-05,31,90.32,1.37,False,6,0,12.96774193548387
2,2023-08-06,27,77.78,-0.11,False,2,2,12.814814814814815
2,2023-08-07,32,81.25,0.3,False,4,0,12.875
2,2023-08-08,23,65.22,-1.6,False,0,1,11.26086956521739
2,2023-08-09,28,71.43,-0.87,False,1,1,12.5
2,2023-08-10,28,82.14,0.4,False,2,1,13.107142857142858
2,2023-08-11,35,74.29,-0.53,False,1,2,12.685714285714285
2,2023-08-12,18,72.22,-0.77,False,0,0,12.38888888888889
2,2023-08-13,21,80.95,0.26,False,0,2,12.80952380952381
2,2023-08-14,27,85.19,0.76,False,2,0,13.185185185185185
2,2023-08-15,23,91.3,1.49,False,3,0,13.652173913043478
2,2023-08-16,26,80.77,0.24,False,4,1,13.192307692307692
2,2023-08-17,35,82.86,0.49,False,3,1,13.028571428571428
2,2023-08-18,23,69.57,-1.09,False,3,0,12.26086956521739
2,2023-08-19,21,71.43,-0.87,False,2,0,11.333333333333334
2,2023-08-20,20,85.0,0.74,False,2,0,12.9
2,2023-08-21,26,76.92,-0.22,False,3,4,12.923076923076923
2,2023-08-22,25,76.0,-0.32,False,1,2,12.52
2,2023-08-23,30,73.33,-0.64,False,2,1,12.166666666666666
2,2023-08-24,20,75.0,-0.44,False,2,0,12.85
2,2023-08-25,30,80.0,0.15,False,1,0,12.733333333333333
2,2023-08-26,37,75.68,-0.36,False,2,1,11.91891891891892
2,2023-08-27,28,67.86,-1.29,False,4,2,12.178571428571429
2,2023-08-28,20,75.0,-0.44,False,0,0,11.45
2,2023-08-29,27,85.19,0.76,False,1,0,13.074074074074074
2,2023-08-30,24,70.83,-0.94,False,2,0,12.166666666666666
2,2023-08-31,19,73.68,-0.6,False,2,0,12.631578947368421
2,2023-09-01,23,73.91,-0.57,False,4,0,13.478260869565217
2,2023-09-02,30,76.67,-0.24,False,2,0,13.166666666666666
2,2023-09-03,22,81.82,0.36,False,3,0,13.0
2,2023-09-04,26,73.08,-0.67,False,0,0,13.73076923076923
2,2023-09-05,36,80.56,0.22,False,0,0,12.63888888888889
2,2023-09-06,26,96.15,2.06,True,1,0,14.153846153846153
2,2023-09-07,32,84.38,0.67,False,3,2,12.84375
2,2023-09-08,29,72.41,-0.75,False,4,2,12.10344827586207
2,2023-09-09,27,70.37,-0.99,False,3,0,11.333333333333334
2,2023-09-10,26,88.46,1.15,False,5,2,15.153846153846153
2,2023-09-11,16,100.0,2.52,True,1,1,13.8125
2,2023-09-12,27,62.96,-1.87,False,1,1,11.777777777777779
2,2023-09-13,30,70.0,-1.03,False,1,2,11.966666666666667
2,2023-09-14,28,78.57,-0.02,False,1,0,12.428571428571429
2,2023-09-15,35,65.71,-1.54,False,5,1,11.6
2,2023-09-16,31,70.97,-0.92,False,1,2,12.0
2,2023-09-17,36,72.22,-0.77,False,3,0,11.527777777777779
2,2023-09-18,30,70.0,-1.03,False,2,0,11.1
2,2023-09-19,31,83.87,0.61,False,3,1,12.0
2,2023-09-20,26,84.62,0.7,False,2,0,12.423076923076923
2,2023-09-21,21,66.67,-1.43,False,4,2,11.761904761904763
2,2023-09-22,33,66.67,-1.43,False,5,1,11.848484848484848
2,2023-09-23,25,96.0,2.04,True,1,1,14.52
2,2023-09-24,30,66.67,-1.43,False,3,2,10.833333333333334
2,2023-09-25,19,84.21,0.65,False,1,0,12.68421052631579
2,2023-09-26,19,68.42,-1.22,False,3,1,12.736842105263158
2,2023-09-27,19,89.47,1.27,False,3,0,12.210526315789474
2,2023-09-28,24,75.0,-0.44,False,4,0,13.375
2,2023-09-29,20,65.0,-1.63,False,2,0,11.25
2,2023-09-30,18,77.78,-0.11,False,2,1,12.444444444444445
2,2023-10-01,20,80.0,0.15,False,3,0,13.05
2,2023-10-02,29,75.86,-0.34,False,2,0,12.551724137931034
2,2023-10-03,35,77.14,-0.19,False,2,1,13.142857142857142
2,2023-10-04,29,72.41,-0.75,False,3,0,13.172413793103448
2,2023-10-05,22,77.27,-0.17,False,0,1,11.681818181818182
2,2023-10-06,24,70.83,-0.94,False,0,0,12.583333333333334
2,2023-10-07,24,83.33,0.54,False,2,0,12.916666666666666
2,2023-10-08,22,81.82,0.36,False,2,0,12.0
2,2023-10-09,38,76.32,-0.29,False,1,2,12.447368421052632
2,2023-10-10,20,80.0,0.15,False,1,1,14.0
2,2023-10-11,22,63.64,-1.79,False,1,2,12.227272727272727
2,2023-10-12,29,86.21,0.88,False,1,3,12.551724137931034
2,2023-10-13,21,80.95,0.26,False,3,1,13.714285714285714
2,2023-10-14,26,76.92,-0.22,False,2,0,12.192307692307692
2,2023-10-15,27,77.78,-0.11,False,3,1,13.222222222222221
2,2023-10-16,29,72.41,-0.75,False,0,1,11.758620689655173
2,2023-10-17,20,85.0,0.74,False,2,0,14.25
2,2023-10-18,31,77.42,-0.16,False,1,1,12.612903225806452
2,2023-10-19,23,73.91,-0.57,False,4,1,12.695652173913043
2,2023-10-20,19,68.42,-1.22,False,3,0,12.157894736842104
2,2023-10-21,32,65.62,-1.55,False,2,7,11.96875
2,2023-10-22,26,88.46,1.15,False,3,1,13.692307692307692
2,2023-10-23,27,81.48,0.32,False,2,0,12.518518518518519
2,2023-10-24,26,96.15,2.06,True,2,1,13.26923076923077
2,2023-10-25,25,96.0,2.04,True,2,0,14.12
2,2023-10-26,19,63.16,-1.84,False,0,0,11.052631578947368
2,2023-10-27,23,73.91,-0.57,False,1,0,12.652173913043478
2,2023-10-28,22,77.27,-0.17,False,1,1,12.272727272727273
2,2023-10-29,31,70.97,-0.92,False,2,1,12.741935483870968
2,2023-10-30,28,71.43,-0.87,False,1,0,12.75
2,2023-10-31,19,68.42,-1.22,False,1,0,11.473684210526315
2,2023-11-01,36,80.56,0.22,False,2,1,13.5
2,2023-11-02,32,90.62,1.41,False,1,0,14.0625
2,2023-11-03,19,84.21,0.65,False,3,3,12.947368421052632
2,2023-11-04,27,74.07,-0.55,False,4,0,12.851851851851851
2,2023-11-05,23,78.26,-0.06,False,4,1,12.73913043478261
2,2023-11-06,26,76.92,-0.22,False,3,1,12.923076923076923
2,2023-11-07,21,76.19,-0.3,False,3,0,12.761904761904763
2,2023-11-08,34,88.24,1.12,False,1,1,12.5
2,2023-11-09,24,87.5,1.04,False,4,0,12.916666666666666
2,2023-11-10,25,72.0,-0.8,False,1,0,13.24
2,2023-11-11,43,79.07,0.04,False,3,1,12.627906976744185
2,2023-11-12,24,70.83,-0.94,False,0,0,11.666666666666666
2,2023-11-13,31,93.55,1.75,False,3,2,13.870967741935484
2,2023-11-14,21,90.48,1.39,False,3,2,13.714285714285714
2,2023-11-15,25,72.0,-0.8,False,0,0,12.4
2,2023-11-16,32,71.88,-0.81,False,2,1,11.875
2,2023-11-17,38,84.21,0.65,False,4,2,13.131578947368421
2,2023-11-18,21,90.48,1.39,False,1,1,13.047619047619047
2,2023-11-19,36,80.56,0.22,False,2,0,12.305555555555555
2,2023-11-20,24,91.67,1.53,False,4,1,14.291666666666666
2,2023-11-21,19,84.21,0.65,False,3,1,12.68421052631579
2,2023-11-22,23,91.3,1.49,False,1,1,12.26086956521739
2,2023-11-23,30,90.0,1.33,False,1,1,14.033333333333333
2,2023-11-24,30,70.0,-1.03,False,2,1,11.366666666666667
2,2023-11-25,23,86.96,0.97,False,3,1,12.521739130434783
2,2023-11-26,24,83.33,0.54,False,3,1,11.916666666666666
2,2023-11-27,24,75.0,-0.44,False,2,1,13.208333333333334
2,2023-11-28,24,87.5,1.04,False,1,2,12.916666666666666
2,2023-11-29,14,64.29,-1.71,False,2,2,11.571428571428571
2,2023-11-30,25,80.0,0.15,False,1,2,11.92
2,2023-12-01,27,77.78,-0.11,False,3,0,13.703703703703704
2,2023-12-02,37,86.49,0.92,False,2,2,13.243243243243244
2,2023-12-03,25,76.0,-0.32,False,3,0,12.4
2,2023-12-04,32,75.0,-0.44,False,4,2,12.4375
2,2023-12-05,26,84.62,0.7,False,4,1,12.692307692307692
2,2023-12-06,30,86.67,0.94,False,1,1,11.9
2,2023-12-07,30,76.67,-0.24,False,4,0,10.866666666666667
2,2023-12-08,23,82.61,0.46,False,0,0,12.869565217391305
2,2023-12-09,21,90.48,1.39,False,0,1,13.761904761904763
2,2023-12-10,26,76.92,-0.22,False,2,1,12.461538461538462
2,2023-12-11,30,73.33,-0.64,False,2,0,12.266666666666667
2,2023-12-12,21,85.71,0.83,False,2,0,14.523809523809524
2,2023-12-13,19,84.21,0.65,False,2,1,13.631578947368421
2,2023-12-14,26,80.77,0.24,False,2,0,13.884615384615385
2,2023-12-15,24,95.83,2.02,True,1,0,13.5
2,2023-12-16,24,79.17,0.05,False,4,1,13.0
2,2023-12-17,16,81.25,0.3,False,0,0,12.3125
2,2023-12-18,30,83.33,0.54,False,3,5,12.9
2,2023-12-19,28,71.43,-0.87,False,3,1,11.25
2,2023-12-20,15,66.67,-1.43,False,1,0,11.2
2,2023-12-21,25,88.0,1.1,False,2,1,13.76
2,2023-12-22,29,82.76,0.48,False,4,3,12.793103448275861
2,2023-12-23,29,79.31,0.07,False,5,2,12.517241379310345
2,2023-12-24,20,85.0,0.74,False,1,0,13.55
2,2023-12-25,28,82.14,0.4,False,4,1,13.285714285714286
2,2023-12-26,26,84.62,0.7,False,5,0,13.076923076923077
2,2023-12-27,23,95.65,2.0,False,1,1,13.0
2,2023-12-28,31,77.42,-0.16,False,3,0,11.774193548387096
2,2023-12-29,33,81.82,0.36,False,6,2,13.06060606060606
2,2023-12-30,22,86.36,0.9,False,1,2,11.727272727272727
2,2023-12-31,29,68.97,-1.16,False,1,1,12.206896551724139
2,2024-01-01,29,79.31,0.07,False,2,2,12.413793103448276
2,2024-01-02,27,77.78,-0.11,False,4,2,14.037037037037036
2,2024-01-03,32,78.12,-0.07,False,2,1,12.15625
2,2024-01-04,20,75.0,-0.44,False,2,0,12.5
2,2024-01-05,25,68.0,-1.27,False,2,1,11.76
2,2024-01-06,33,78.79,0.01,False,4,0,12.454545454545455
2,2024-01-07,41,80.49,0.21,False,5,0,12.829268292682928
2,2024-01-08,27,81.48,0.32,False,1,0,12.296296296296296
2,2024-01-09,22,90.91,1.44,False,2,1,12.590909090909092
2,2024-01-10,18,94.44,1.86,False,1,1,12.5
2,2024-01-11,32,75.0,-0.44,False,5,1,12.03125
2,2024-01-12,31,77.42,-0.16,False,4,0,11.516129032258064
2,2024-01-13,24,70.83,-0.94,False,3,0,11.625
2,2024-01-14,25,84.0,0.62,False,2,0,13.0
2,2024-01-15,32,78.12,-0.07,False,2,0,12.625
2,2024-01-16,28,82.14,0.4,False,4,1,12.642857142857142
2,2024-01-17,29,86.21,0.88,False,4,1,14.413793103448276
2,2024-01-18,33,69.7,-1.07,False,2,2,12.121212121212121
2,2024-01-19,23,73.91,-0.57,False,1,1,12.434782608695652
2,2024-01-20,30,60.0,-2.22,True,3,2,11.333333333333334
2,2024-01-21,23,82.61,0.46,False,3,0,13.08695652173913
2,2024-01-22,23,73.91,-0.57,False,0,1,12.478260869565217
2,2024-01-23,22,72.73,-0.71,False,5,0,13.272727272727273
2,2024-01-24,26,84.62,0.7,False,3,2,13.23076923076923
2,2024-01-25,26,84.62,0.7,False,2,1,13.76923076923077
2,2024-01-26,21,80.95,0.26,False,2,1,11.476190476190476
2,2024-01-27,29,86.21,0.88,False,6,0,13.448275862068966
2,2024-01-28,22,81.82,0.36,False,2,0,11.818181818181818
2,2024-01-29,18,83.33,0.54,False,1,0,13.444444444444445
2,2024-01-30,19,68.42,-1.22,False,0,1,12.263157894736842
2,2024-01-31,23,65.22,-1.6,False,0,0,11.347826086956522
2,2024-02-01,21,90.48,1.39,False,4,1,12.952380952380953
2,2024-02-02,32,75.0,-0.44,False,2,2,11.78125
2,2024-02-03,23,73.91,-0.57,False,0,2,13.043478260869565
2,2024-02-04,21,80.95,0.26,False,6,1,13.285714285714286
2,2024-02-05,25,72.0,-0.8,False,3,1,11.64
2,2024-02-06,24,70.83,-0.94,False,2,1,11.791666666666666
2,2024-02-07,20,75.0,-0.44,False,2,1,13.45
2,2024-02-08,19,84.21,0.65,False,1,1,13.157894736842104
2,2024-02-09,21,66.67,-1.43,False,3,0,11.095238095238095
2,2024-02-10,26,96.15,2.06,True,3,0,14.076923076923077
2,2024-02-11,22,77.27,-0.17,False,0,1,13.045454545454545
2,2024-02-12,27,77.78,-0.11,False,2,0,12.814814814814815
2,2024-02-13,23,69.57,-1.09,False,3,1,11.869565217391305
2,2024-02-14,21,61.9,-1.99,False,0,0,10.952380952380953
2,2024-02-15,33,87.88,1.08,False,4,2,13.212121212121213
2,2024-02-16,19,84.21,0.65,False,3,0,11.947368421052632
2,2024-02-17,23,78.26,-0.06,False,2,2,12.043478260869565
2,2024-02-18,32,78.12,-0.07,False,2,2,11.1875
2,2024-02-19,21,90.48,1.39,False,2,0,12.285714285714286
2,2024-02-20,27,77.78,-0.11,False,2,0,12.592592592592593
2,2024-02-21,27,74.07,-0.55,False,1,0,12.11111111111111
2,2024-02-22,24,87.5,1.04,False,0,0,12.375
2,2024-02-23,28,85.71,0.83,False,2,1,13.214285714285714
2,2024-02-24,25,60.0,-2.22,True,1,1,12.12
2,2024-02-25,20,80.0,0.15,False,2,0,12.05
2,2024-02-26,31,83.87,0.61,False,3,1,13.193548387096774
2,2024-02-27,28,71.43,-0.87,False,2,2,11.428571428571429
2,2024-02-28,29,82.76,0.48,False,3,0,11.068965517241379
2,2024-02-29,30,83.33,0.54,False,4,1,13.466666666666667
2,2024-03-01,24,83.33,0.54,False,1,2,12.583333333333334
2,2024-03-02,26,84.62,0.7,False,1,1,12.576923076923077
2,2024-03-03,29,72.41,-0.75,False,6,1,12.206896551724139
2,2024-03-04,30,76.67,-0.24,False,1,1,11.666666666666666
2,2024-03-05,26,69.23,-1.13,False,2,0,11.192307692307692
2,2024-03-06,23,69.57,-1.09,False,2,1,12.173913043478262
2,2024-03-07,24,83.33,0.54,False,1,2,12.791666666666666
2,2024-03-08,35,80.0,0.15,False,2,1,12.914285714285715
2,2024-03-09,24,87.5,1.04,False,1,0,12.041666666666666
2,2024-03-10,29,79.31,0.07,False,3,3,12.931034482758621
2,2024-03-11,25,92.0,1.57,False,2,2,12.56
2,2024-03-12,27,77.78,-0.11,False,2,1,12.0
2,2024-03-13,26,80.77,0.24,False,5,0,12.961538461538462
2,2024-03-14,22,72.73,-0.71,False,2,0,13.545454545454545
2,2024-03-15,20,85.0,0.74,False,2,0,13.35
2,2024-03-16,23,78.26,-0.06,False,3,2,12.695652173913043
2,2024-03-17,16,93.75,1.78,False,3,2,13.9375
2,2024-03-18,28,71.43,-0.87,False,1,1,11.785714285714286
2,2024-03-19,30,90.0,1.33,False,1,0,13.566666666666666
2,2024-03-20,35,77.14,-0.19,False,1,3,12.6
2,2024-03-21,21,71.43,-0.87,False,1,1,12.428571428571429
2,2024-03-22,25,84.0,0.62,False,0,0,12.04
2,2024-03-23,27,66.67,-1.43,False,1,0,11.444444444444445
2,2024-03-24,25,76.0,-0.32,False,2,1,12.44
2,2024-03-25,24,75.0,-0.44,False,4,1,11.875
2,2024-03-26,25,52.0,-3.17,True,3,0,10.8
2,2024-03-27,18,72.22,-0.77,False,1,0,11.722222222222221
2,2024-03-28,28,78.57,-0.02,False,4,1,12.464285714285714
2,2024-03-29,33,75.76,-0.35,False,2,0,12.636363636363637
2,2024-03-30,30,83.33,0.54,False,1,2,12.4
2,2024-03-31,26,88.46,1.15,False,3,1,14.0
2,2024-04-01,26,84.62,0.7,False,4,0,14.26923076923077
2,2024-04-02,28,82.14,0.4,False,4,0,13.178571428571429
2,2024-04-03,31,90.32,1.37,False,2,0,13.903225806451612
2,2024-04-04,31,80.65,0.23,False,1,0,12.32258064516129
2,2024-04-05,21,66.67,-1.43,False,1,1,12.571428571428571
2,2024-04-06,31,64.52,-1.68,False,3,0,10.741935483870968
2,2024-04-07,34,82.35,0.43,False,0,0,13.264705882352942
2,2024-04-08,30,80.0,0.15,False,2,0,12.933333333333334
2,2024-04-09,27,81.48,0.32,False,0,0,13.74074074074074
2,2024-04-10,19,78.95,0.02,False,0,0,14.368421052631579
2,2024-04-11,27,62.96,-1.87,False,1,2,11.925925925925926
2,2024-04-12,25,88.0,1.1,False,1,0,13.04
2,2024-04-13,31,77.42,-0.16,False,3,0,11.741935483870968
2,2024-04-14,29,72.41,-0.75,False,2,1,11.793103448275861
2,2024-04-15,31,74.19,-0.54,False,5,1,12.774193548387096
2,2024-04-16,26,84.62,0.7,False,6,0,12.923076923076923
2,2024-04-17,32,75.0,-0.44,False,3,3,12.1875
2,2024-04-18,22,72.73,-0.71,False,2,1,11.363636363636363
2,2024-04-19,30,73.33,-0.64,False,1,0,12.3
2,2024-04-20,29,86.21,0.88,False,0,1,12.586206896551724
2,2024-04-21,27,81.48,0.32,False,2,1,13.37037037037037
2,2024-04-22,25,64.0,-1.74,False,0,1,11.16
2,2024-04-23,25,88.0,1.1,False,0,1,11.92
2,2024-04-24,16,81.25,0.3,False,0,0,12.9375
2,2024-04-25,27,74.07,-0.55,False,0,1,11.74074074074074
2,2024-04-26,26,80.77,0.24,False,0,0,12.576923076923077
2,2024-04-27,43,69.77,-1.06,False,6,2,11.372093023255815
2,2024-04-28,30,73.33,-0.64,False,0,1,12.2
2,2024-04-29,20,60.0,-2.22,True,1,0,10.8
2,2024-04-30,17,82.35,0.43,False,2,1,14.0
2,2024-05-01,18,66.67,-1.43,False,2,1,11.666666666666666
2,2024-05-02,18,88.89,1.2,False,4,0,13.444444444444445
2,2024-05-03,28,82.14,0.4,False,2,2,12.857142857142858
2,2024-05-04,30,73.33,-0.64,False,2,0,11.933333333333334
2,2024-05-05,24,79.17,0.05,False,0,1,12.25
2,2024-05-06,25,64.0,-1.74,False,3,3,12.16
2,2024-05-07,31,80.65,0.23,False,2,1,12.161290322580646
2,2024-05-08,28,85.71,0.83,False,1,1,11.928571428571429
2,2024-05-09,27,77.78,-0.11,False,1,0,12.074074074074074
2,2024-05-10,23,78.26,-0.06,False,0,1,12.434782608695652
2,2024-05-11,26,80.77,0.24,False,1,0,12.538461538461538
2,2024-05-12,20,70.0,-1.03,False,3,0,12.2
2,2024-05-13,29,79.31,0.07,False,6,0,13.241379310344827
2,2024-05-14,27,66.67,-1.43,False,1,1,11.444444444444445
2,2024-05-15,31,90.32,1.37,False,4,0,13.258064516129032
2,2024-05-16,25,76.0,-0.32,False,1,1,11.88
2,2024-05-17,19,68.42,-1.22,False,0,1,10.894736842105264
2,2024-05-18,30,70.0,-1.03,False,1,1,11.933333333333334
2,2024-05-19,18,66.67,-1.43,False,3,0,12.055555555555555
2,2024-05-20,24,62.5,-1.92,False,3,0,11.583333333333334
2,2024-05-21,24,75.0,-0.44,False,3,2,14.0
